
Erro: -516.125000
Erro: -1129.750000
Erro: -1082.375000
Erro: -1402.000000
Erro: -1628.500000
Erro: -2154.250000
Erro: -2179.750000
Erro: -2127.000000
Erro: -1013.500000
Erro: 213.500000
Erro: 184.500000
Erro: 526.125000
Erro: 1526.750000
Erro: 1876.125000
Erro: 1673.500000
Erro: 1033.250000
Erro: 802.750000
Erro: -354.500000
Erro: -612.875000
Erro: -241.750000
Erro: -1200.625000
Erro: -1073.250000
Erro: -524.057150
Erro: 511.408450
Erro: 330.575750
Erro: 667.462000
Erro: 861.744200
Erro: 670.008950
Erro: 1450.447875
Erro: 1538.099250
Erro: 1492.669000
Erro: 1197.734250
Erro: 528.473750
Erro: 1293.659500
Erro: 936.761700
Erro: 498.890300
Erro: 352.013425
Erro: 328.325000
Erro: -72.774775
Erro: -27.077928
Erro: 704.932750
Erro: 12.915244
Erro: 637.650650
Erro: 1468.553875
Erro: 670.680500
Erro: 556.339350
Erro: 845.351000
Erro: 174.392438
Erro: 184.282850
Erro: 263.023600
Erro: -165.159588
Erro: -1118.247125
Erro: -593.712400
Erro: -326.408075
Erro: -507.466800
Erro: -521.130700
Erro: -813.507250
Erro: -237.548575
Erro: -24.545923
Erro: 338.402900
Erro: 189.952300
Erro: -163.810175
Erro: -344.154500
Erro: 126.625088
Erro: 680.089350
Erro: 274.776575
Erro: -19.233513
Erro: 152.470275
Erro: -31.104798
Erro: 527.223650
Erro: 1044.576313
Erro: 1163.546875
Erro: 1173.583000
Erro: 1157.144375
Erro: 1315.239750
Erro: 497.411950
Erro: 622.919350
Erro: 100.349663
Erro: -146.670075
Erro: -277.125100
Erro: -362.840325
Erro: -495.853750
Erro: -112.601963
Erro: 543.881250
Erro: -173.143850
Erro: -104.512350
Erro: 139.568538
Erro: -476.868950
Erro: -961.401600
Erro: -1285.958375
Erro: -1079.038875
Erro: -632.339800
Erro: -212.450900
Erro: 310.920025
Erro: -38.076528
Erro: 727.989750
Erro: 654.696050
Erro: 1093.812750
Erro: 1105.680250
Erro: 1022.770313
Erro: 1553.298125
Erro: 1167.522625
Erro: 1372.035000
Erro: 1134.615375
Erro: 1229.700000
Erro: 1431.399000
Erro: 1100.835750
Erro: 796.179850
Erro: 27.539983
Erro: 248.390950
Erro: 73.817175
Erro: 340.359475
Erro: -90.153720
Erro: -178.815450
Erro: -352.074075
Erro: -237.820800
Erro: -30.006755
Erro: -442.185600
Erro: -644.323550
Erro: -653.152850
Erro: -654.659250
Erro: -1195.533875
Erro: -634.144250
Erro: -932.525900
Erro: -429.519500
Erro: -233.316125
Erro: -93.024610
Erro: -436.398300
Erro: 94.997880
Erro: 67.953615
Erro: -373.408075
Erro: -135.745563
Erro: -388.740900
Erro: -634.485800
Erro: -228.276050
Erro: -366.667300
Erro: -592.473200
Erro: -27.406098
Erro: 301.448825
Erro: 195.004575
Erro: 240.969425
Erro: 624.174400
Erro: 491.145850
Erro: 1294.039500
Erro: 1491.917625
Erro: 1171.991750
Erro: 763.789650
Erro: 674.220200
Erro: 870.630400
Erro: 564.264400
Erro: 428.750450
Erro: -383.595150
Erro: -370.790600
Erro: -448.321300
Erro: 184.097838
Erro: 338.531275
Erro: 280.687800
Erro: 471.642600
Erro: 285.480000
Erro: 849.237200
Erro: 568.518800
Erro: 774.023300
Erro: -241.772800
Erro: -690.214000
Erro: -894.989700
Erro: -1024.202250
Erro: -1037.976688
Erro: -1060.931125
Erro: -1116.192500
Erro: -878.118500
Erro: -723.185250
Erro: -477.244300
Erro: 70.605135
Erro: -305.197025
Erro: -321.822025
Erro: -698.385000
Erro: -854.526500
Erro: -522.599750
Erro: -200.715913
Erro: 25.182090
Erro: -749.519150
Erro: -155.186413
Erro: 7.483399
Erro: -12.424058
Erro: -149.765238
Erro: -653.979050
Erro: -817.295100
Erro: -726.711900
Erro: -808.112200
Erro: -815.313250
Erro: -340.576050
Erro: 33.487405
Erro: 464.035500
Erro: 579.886350
Erro: 544.136400
Erro: 276.981450
Erro: 413.714275
Erro: 23.822505
Erro: -407.474250
Erro: -336.331850
Erro: -499.673950
Erro: -309.635375
Erro: -44.454765
Erro: 490.968550
Erro: 717.991400
Erro: 1118.904500
Erro: 1382.136375
Erro: 1274.203875
Erro: 1186.105500
Erro: 1145.360375
Erro: 1094.398750
Erro: 539.857050
Erro: 547.554200
Erro: 276.668750
Erro: 133.899175
Erro: 143.690538
Erro: 351.618400
Erro: 173.764775
Erro: -22.466325
Erro: -177.883088
Erro: -370.104625
Erro: -137.580013
Erro: 160.803850
Erro: 317.482175
Erro: -235.310375
Erro: -201.425900
Erro: -139.660625
Erro: -53.886580
Erro: -110.370588
Erro: -654.785750
Erro: -974.484300
Erro: -1555.988125
Erro: -1363.919125
Erro: -1442.225125
Erro: -1285.265125
Erro: -975.711500
Erro: -885.263900
Erro: -784.230450
Erro: -917.520800
Erro: -331.695775
Erro: -102.639638
Erro: 129.994538
Erro: 135.017963
Erro: -376.025450
Erro: -318.302800
Erro: -258.167125
Erro: 41.351013
Erro: -593.997450
Erro: -485.448100
Erro: -564.719350
Erro: -173.007688
Erro: 340.905150
Erro: 131.748963
Erro: 170.186250
Erro: -156.452638
Erro: 128.627538
Erro: 109.625725
Erro: 49.016235
Erro: -461.214500
Erro: -543.787600
Erro: -445.548350
Erro: -428.006100
Erro: -166.179500
Erro: -60.576030
Erro: -48.356445
Erro: 165.939088
Erro: 331.196525
Erro: 549.047250
Erro: 671.871600
Erro: 644.068250
